,Model,Fuel Type,Engine Size,Transmission,Mileage,Doors,BHP,Year,MPG,Body Type,CO2,Colour,Price
47,3 Series,Petrol,2.0L,Automatic,"11,080 miles",5,181 bhp,2019 (19),47.9,Estate,138 g/km,BLUE,"£27,500"
48,5 Series,Diesel,3.0L,Automatic,"37,477 miles",4,261 bhp,2017 (67),60.1,Saloon,124 g/km,BLUE,"£27,400"
49,6 Series,Petrol,3.0L,Automatic,"18,841 miles",4,,2017 (67),,Coupe,182 g/km,SILVER,"£27,400"
50,X5,Diesel,3.0L,Automatic,"65,445 miles",5,255 bhp,2015 (65),47.1,Estate,158 g/km,BLACK,"£27,300"
51,6 Series,Diesel,2.0L,Automatic,"27,656 miles",5,188 bhp,2018 (68),44.1,Hatchback,128 g/km,GREY,"£27,250"
52,4 Series,Petrol,2.0L,Automatic,"12,093 miles",4,181 bhp,2018 (68),45.6,Coupe,144 g/km,GREY,"£27,200"
53,1M,Petrol,3.0L,Automatic,"19,499 miles",5,335 bhp,2018 (68),39.8,Hatchback,163 g/km,ESTORIL BLUE,"£27,000"
54,1M,Petrol,3.0L,Automatic,"14,655 miles",5,335 bhp,2018 (18),39.8,Hatchback,163 g/km,MINERAL GREY,"£27,000"
55,5 Series,Diesel,2.0L,Automatic,"45,512 miles",5,188 bhp,2018 (18),55.4,Estate,134 g/km,WHITE,"£27,000"
56,3 Series,Petrol,2.0L,Automatic,"13,977 miles",5,181 bhp,2019 (19),47.9,Estate,138 g/km,ESTORIL BLUE,"£27,000"
57,X2,Petrol,1.5L,Manual,"7,038 miles",5,138 bhp,2019 (69),42.8,Hatchback,130 g/km,WHITE,"£26,500"
58,3 Series,Petrol,2.0L,Automatic,"26,457 miles",4,181 bhp,2019 (19),42.2,Saloon,129 g/km,MINERAL GREY,"£26,500"
59,X4,Diesel,3.0L,Automatic,"27,573 miles",4,255 bhp,2016 (66),47.9,Coupe,156 g/km,MELBOURNE RED,"£26,500"
60,1M,Petrol,3.0L,Automatic,"21,171 miles",5,335 bhp,2018 (68),39.8,Hatchback,163 g/km,ESTORIL BLUE,"£26,500"
61,5 Series,Diesel,2.0L,Automatic,"61,698 miles",5,188 bhp,2018 (68),62.8,Estate,119 g/km,BLUE,"£26,400"
62,4 Series,Petrol,2.0L,Manual,"5,130 miles",2,181 bhp,2020 (20),46.3,Coupe,141 g/km,BLUE,"£26,300"
63,2 Series,Petrol,2.0L,Automatic,"16,565 miles",2,181 bhp,2019 (19),46.3,Convertible,140 g/km,GREY,"£26,100"
64,1 Series,Petrol,3.0L,Automatic,"15,550 miles",5,335 bhp,2018 (68),39.8,Hatchback,163 g/km,WHITE,"£26,000"
65,5 Series,Hybrid Petrol,2.0L,Automatic,"58,408 miles",4,248 bhp,2018 (68),99.99,Saloon,46 g/km,BLACK,"£25,800"
66,X4,Diesel,3.0L,Automatic,"63,156 miles",4,255 bhp,2017 (66),47.9,Coupe,156 g/km,CARBON BLACK,"£25,700"
67,I3,Electric,,Automatic,"7,051 miles",5,168 bhp,2020 (20),1.0,Hatchback,,WHITE,"£25,700"
68,X3,Diesel,3.0L,Automatic,"42,646 miles",5,308 bhp,2016 (16),47.1,Estate,157 g/km,CARBON BLACK,"£25,500"
69,5 Series,Diesel,2.0L,Automatic,"42,692 miles",5,188 bhp,2018 (68),62.8,Estate,119 g/km,BLUE,"£25,400"
70,X1,Diesel,2.0L,Automatic,"31,901 miles",5,188 bhp,2017 (17),57.7,Estate,129 g/km,BLACK,"£25,300"
71,6 Series,Diesel,3.0L,Automatic,"24,634 miles",2,308 bhp,2017 (67),52.3,Coupe,143 g/km,WHITE,"£25,000"
72,1M,Petrol,3.0L,Automatic,"16,083 miles",5,335 bhp,2018 (68),39.8,Hatchback,163 g/km,BLACK SAPPHIRE,"£25,000"
73,4 Series,Diesel,3.0L,Automatic,"33,118 miles",4,255 bhp,2018 (67),53.3,Coupe,139 g/km,SILVER,"£25,000"
74,3 Series,Hybrid Petrol,2.0L,Automatic,"17,640 miles",4,248 bhp,2018 (18),99.99,Saloon,44 g/km,WHITE,"£25,000"
75,X2,Diesel,2.0L,Automatic,"21,054 miles",5,187 bhp,2018 (18),58.9,Hatchback,126 g/km,Misano Blue Metallic,"£25,000"
76,1M,Petrol,3.0L,Automatic,"16,613 miles",5,335 bhp,2018 (68),39.8,Hatchback,163 g/km,BLUE,"£25,000"
77,1M,Petrol,3.0L,Automatic,"13,454 miles",5,335 bhp,2018 (18),39.8,Hatchback,163 g/km,ESTORIL BLUE,"£25,000"
78,3 Series,Petrol,2.0L,Automatic,"16,262 miles",4,181 bhp,2018 (18),48.7,Saloon,134 g/km,WHITE,"£24,900"
79,X4,Diesel,2.0L,Automatic,"40,588 miles",4,,2016 (66),,Coupe,136 g/km,Black,"£24,800"
80,X1,Diesel,2.0L,Automatic,"7,770 miles",5,187 bhp,2018 (18),60.1,Estate,123 g/km,Mediterranean Blue,"£24,700"
81,1M,Petrol,3.0L,Automatic,"14,608 miles",5,335 bhp,2018 (68),39.8,Hatchback,163 g/km,GREY,"£24,500"
82,6 Series,Diesel,3.0L,Automatic,"41,401 miles",4,308 bhp,2016 (66),49.6,Coupe,152 g/km,Tanzanite Blue Individual Metallic,"£24,500"
83,X4,Diesel,3.0L,Automatic,"47,714 miles",4,255 bhp,2015 (65),47.9,Coupe,156 g/km,BLACK SAPPHIRE,"£24,500"
84,4 Series,Petrol,2.0L,Automatic,"46,369 miles",4,248 bhp,2018 (68),48.7,Coupe,136 g/km,SILVER,"£24,400"
85,3 Series,Petrol,2.0L,Automatic,"22,358 miles",5,181 bhp,2019 (68),47.9,Estate,138 g/km,GLACIER SILVER,"£24,400"
86,1M,Petrol,3.0L,Automatic,"21,676 miles",5,335 bhp,2018 (18),39.8,Hatchback,163 g/km,MINERAL GREY,"£24,300"
87,1 Series,Petrol,1.5L,Automatic,"33,641 miles",5,138 bhp,2020 (69),40.4,Hatchback,114 g/km,BLUE,"£24,200"
88,3 Series,Petrol,2.0L,Automatic,"38,157 miles",5,181 bhp,2018 (18),47.9,Estate,138 g/km,ALPINE WHITE,"£24,200"
89,X4,Diesel,2.0L,Automatic,"56,381 miles",4,188 bhp,2016 (16),54.3,Coupe,138 g/km,ALPINE WHITE,"£24,100"
90,X1,Petrol,1.5L,Manual,"17,243 miles",5,138 bhp,2020 (69),39.8,Estate,125 g/km,BLUE,"£24,100"
91,4 Series,Diesel,2.0L,Automatic,"37,367 miles",4,188 bhp,2018 (68),65.7,Coupe,114 g/km,WHITE,"£24,100"
92,X3,Diesel,2.0L,Automatic,"38,366 miles",5,188 bhp,2017 (67),54.3,Estate,138 g/km,SILVER,"£24,100"
93,2 Series,Petrol,2.0L,Automatic,"22,402 miles",2,181 bhp,2019 (69),47.9,Coupe,135 g/km,ALPINE WHITE,"£24,000"
94,X1,Diesel,2.0L,Automatic,"15,790 miles",5,148 bhp,2017 (67),60.1,Estate,124 g/km,ATLANTIC GREY ,"£24,000"
95,1M,Petrol,3.0L,Automatic,"39,450 miles",5,335 bhp,2018 (68),39.8,Hatchback,163 g/km,BLACK,"£23,700"
96,X1,Petrol,2.0L,Automatic,"45,093 miles",5,189 bhp,2018 (18),44.8,Estate,146 g/km,GLACIER SILVER,"£23,700"
97,2 Series,Hybrid Petrol,1.5L,Automatic,"26,252 miles",5,,2018 (68),,Hatchback,57 g/km,WHITE,"£23,600"
98,3 Series,Diesel,2.0L,Automatic,"16,420 miles",4,188 bhp,2018 (68),64.2,Saloon,116 g/km,ALPINE WHITE,"£23,500"
99,1 Series,Petrol,3.0L,Automatic,"26,740 miles",5,335 bhp,2018 (18),39.8,Hatchback,163 g/km,BLUE,"£23,500"
100,5 Series,Diesel,2.0L,Automatic,"61,872 miles",5,188 bhp,2018 (18),62.8,Estate,119 g/km,GREY,"£23,500"
101,5 Series,Diesel,2.0L,Automatic,"48,882 miles",5,188 bhp,2018 (18),65.7,Estate,114 g/km,BLACK,"£23,400"
102,3 Series,Petrol,2.0L,Automatic,"35,589 miles",4,181 bhp,2018 (68),48.7,Saloon,134 g/km,GREY,"£23,300"
103,X4,Diesel,2.0L,Automatic,"48,643 miles",4,188 bhp,2015 (65),54.3,Coupe,138 g/km,ALPINE WHITE,"£23,300"
104,3 Series,Diesel,3.0L,Automatic,"49,061 miles",5,308 bhp,2017 (17),49.6,Estate,151 g/km,GREY,"£23,100"
105,2 Series,Petrol,1.5L,Automatic,"21,370 miles",5,138 bhp,2018 (68),38.7,Estate,137 g/km,BLACK,"£23,000"
106,2 Series,Hybrid Petrol,1.5L,Automatic,"14,547 miles",5,,2017 (67),,Hatchback,49 g/km,WHITE,"£23,000"
107,3 Series,Petrol,2.0L,Automatic,"27,044 miles",4,181 bhp,2018 (68),48.7,Saloon,134 g/km,WHITE,"£23,000"
108,X1,Petrol,2.0L,Automatic,"40,628 miles",5,189 bhp,2018 (18),44.8,Estate,146 g/km,GREY,"£23,000"
109,4 Series,Diesel,3.0L,Automatic,"35,769 miles",4,255 bhp,2017 (17),53.3,Coupe,139 g/km,BLUE,"£22,950"
110,5 Series,Petrol,2.0L,Automatic,"65,346 miles",4,181 bhp,2018 (68),50.4,Saloon,129 g/km,BLUE,"£22,900"
111,X4,Diesel,2.0L,Automatic,"69,752 miles",4,188 bhp,2016 (66),54.3,Coupe,138 g/km,BLACK SAPPHIRE,"£22,800"
112,5 Series,Petrol,2.0L,Automatic,"36,584 miles",4,181 bhp,2019 (19),52.3,Saloon,124 g/km,WHITE,"£22,800"
113,3 Series,Hybrid Petrol,2.0L,Automatic,"49,405 miles",4,248 bhp,2018 (18),99.99,Saloon,44 g/km,WHITE,"£22,700"
114,2 Series,Petrol,1.5L,Automatic,"11,604 miles",5,134 bhp,2018 (18),53.3,Estate,124 g/km,BLACK,"£22,700"
115,6 Series,Diesel,3.0L,Automatic,"37,727 miles",2,308 bhp,2017 (17),52.3,Coupe,143 g/km,BLUE,"£22,600"
116,5 Series,Diesel,2.0L,Automatic,"29,008 miles",4,188 bhp,2018 (68),68.9,Saloon,108 g/km,WHITE,"£22,500"
117,4 Series,Petrol,2.0L,Automatic,"39,581 miles",4,248 bhp,2018 (18),48.7,Coupe,136 g/km,GREY,"£22,500"
118,1 Series,Petrol,3.0L,Automatic,"44,961 miles",5,335 bhp,2018 (18),39.8,Hatchback,163 g/km,GREY,"£22,500"
119,2 Series,Petrol,1.5L,Automatic,"31,276 miles",5,134 bhp,2018 (18),53.3,Estate,124 g/km,ESTORIL BLUE,"£22,500"
120,2 Series,Hybrid Petrol,1.5L,Automatic,"28,782 miles",5,,2018 (68),,Hatchback,57 g/km,BLUE,"£22,450"
121,3 Series,Diesel,3.0L,Automatic,"51,879 miles",5,308 bhp,2017 (17),49.6,Estate,151 g/km,ALPINE WHITE,"£22,400"
122,X2,Diesel,2.0L,Automatic,,5,187 bhp,2018 (68),61.4,Hatchback,121 g/km,BLACK SAPPHIRE,"£22,400"
123,3 Series,Diesel,2.0L,Automatic,"27,967 miles",4,188 bhp,2018 (68),64.2,Saloon,116 g/km,BLACK SAPPHIRE,"£22,400"
124,3 Series,Diesel,3.0L,Automatic,"37,657 miles",4,308 bhp,2017 (17),51.4,Saloon,145 g/km,BLACK,"£22,400"
125,X2,Diesel,2.0L,Automatic,"56,271 miles",5,187 bhp,2018 (68),61.4,Hatchback,121 g/km,BLACK SAPPHIRE,"£22,350"
126,X1,Diesel,2.0L,Automatic,"47,241 miles",5,188 bhp,2017 (67),57.7,Estate,129 g/km,BLUE,"£22,300"
127,X4,Diesel,2.0L,Automatic,"63,755 miles",4,188 bhp,2016 (66),54.3,Coupe,138 g/km,MELBOURNE RED,"£22,300"
128,X4,Diesel,2.0L,Automatic,"50,951 miles",4,188 bhp,2015 (15),54.3,Coupe,138 g/km,Sophisto Grey Xirallic,"£22,300"
129,4 Series,Diesel,2.0L,Automatic,"35,426 miles",2,188 bhp,2018 (68),65.7,Coupe,114 g/km,BLUE,"£22,200"
130,2 Series,Diesel,2.0L,Automatic,"17,431 miles",2,222 bhp,2018 (18),61.4,Coupe,121 g/km,RED,"£22,100"
131,3 Series,Diesel,3.0L,Automatic,"39,993 miles",5,308 bhp,2015 (65),49.6,Estate,151 g/km,GREY,"£22,100"
132,5 Series,Diesel,2.0L,Automatic,"70,811 miles",4,188 bhp,2018 (18),65.7,Saloon,114 g/km,BLACK,"£22,100"
133,1 Series,Petrol,3.0L,Manual,"38,946 miles",5,335 bhp,2018 (18),36.2,Hatchback,179 g/km,GREY,"£22,000"
134,2 Series,Hybrid Petrol,1.5L,Automatic,"20,161 miles",5,,2017 (67),,Hatchback,46 g/km,WHITE,"£22,000"
135,5 Series,Diesel,2.0L,Automatic,"35,011 miles",4,188 bhp,2017 (67),68.9,Saloon,108 g/km,BLUE,"£22,000"
136,4 Series,Diesel,2.0L,Automatic,"17,427 miles",4,188 bhp,2017 (17),65.7,Coupe,114 g/km,MINERAL GREY,"£22,000"
137,5 Series,Diesel,2.0L,Automatic,"65,794 miles",5,188 bhp,2018 (18),62.8,Estate,119 g/km,ALPINE WHITE,"£22,000"
138,4 Series,Petrol,2.0L,Automatic,"41,718 miles",4,181 bhp,2018 (68),48.7,Coupe,134 g/km,BLUE,"£22,000"
139,X1,Diesel,2.0L,Manual,"25,674 miles",5,148 bhp,2018 (67),60.1,Estate,124 g/km,BLACK SAPPHIRE,"£22,000"
140,2 Series,Diesel,2.0L,Automatic,"32,158 miles",5,187 bhp,2018 (18),47.1,Estate,129 g/km,GREY,"£21,900"
141,5 Series,Diesel,2.0L,Automatic,"22,910 miles",4,188 bhp,2016 (66),62.8,Saloon,119 g/km,CARBON BLACK,"£21,800"
142,X3,Diesel,2.0L,Automatic,"50,079 miles",5,188 bhp,2016 (16),54.3,Estate,138 g/km,SPACE GREY,"£21,800"
143,2 Series,Diesel,2.0L,Automatic,"29,384 miles",5,187 bhp,2018 (18),47.1,Estate,129 g/km,BLUE,"£21,750"
144,6 Series,Diesel,3.0L,Automatic,"41,542 miles",4,308 bhp,2015 (15),49.6,Coupe,149 g/km,BLACK,"£21,700"
145,3 Series,Diesel,2.0L,Automatic,"51,632 miles",4,188 bhp,2018 (68),64.2,Saloon,116 g/km,MINERAL GREY,"£21,700"
146,X3,Diesel,2.0L,Automatic,"55,401 miles",5,188 bhp,2015 (65),54.3,Estate,138 g/km,BLACK SAPPHIRE,"£21,700"
147,3 Series,Diesel,2.0L,Automatic,"38,728 miles",5,188 bhp,2018 (68),62.8,Estate,119 g/km,MINERAL GREY,"£21,700"
148,3 Series,Diesel,2.0L,Automatic,"36,718 miles",5,188 bhp,2018 (18),62.8,Estate,119 g/km,MELBOURNE RED,"£21,700"
149,X3,Diesel,2.0L,Automatic,"51,443 miles",5,188 bhp,2017 (17),54.3,Estate,138 g/km,MINERAL WHITE,"£21,700"
150,3 Series,Diesel,3.0L,Automatic,"28,375 miles",4,308 bhp,2016 (66),51.4,Saloon,145 g/km,GREY,"£21,500"
151,4 Series,Diesel,2.0L,Automatic,"48,728 miles",2,188 bhp,2018 (68),65.7,Coupe,114 g/km,BLACK,"£21,500"
152,2 Series,Petrol,1.5L,Automatic,"36,604 miles",2,134 bhp,2019 (19),50.4,Convertible,131 g/km,WHITE,"£21,500"
153,I3,Electric,,Automatic,"14,722 miles",5,168 bhp,2018 (68),1.0,Hatchback,,WHITE,"£21,400"
154,2 Series,Diesel,2.0L,Automatic,"38,371 miles",5,187 bhp,2018 (68),47.1,Estate,129 g/km,RED,"£21,400"
155,5 Series,Diesel,3.0L,Automatic,"24,667 miles",4,255 bhp,2015 (65),51.4,Saloon,144 g/km,SPACE GREY,"£21,400"
156,3 Series,Diesel,3.0L,Automatic,"45,999 miles",4,308 bhp,2016 (16),51.4,Saloon,145 g/km,ESTORIL BLUE,"£21,400"
157,X1,Diesel,2.0L,Automatic,"50,492 miles",5,188 bhp,2016 (66),57.7,Estate,129 g/km,BLACK,"£21,400"
158,X1,Petrol,1.5L,Manual,"11,290 miles",5,,2018 (18),,SUV,132 g/km,Grey,"£21,400"
159,3 Series,Diesel,3.0L,Automatic,"22,488 miles",4,308 bhp,2017 (67),51.4,Saloon,145 g/km,WHITE,"£21,400"
160,X1,Diesel,2.0L,Manual,"21,232 miles",5,188 bhp,2016 (66),58.9,Estate,127 g/km,BLACK,"£21,300"
161,5 Series,Diesel,3.0L,Automatic,"37,173 miles",4,308 bhp,2015 (65),50.4,Saloon,148 g/km,MINERAL GREY,"£21,300"
162,2 Series,Petrol,2.0L,Automatic,"24,682 miles",2,181 bhp,2018 (18),47.9,Coupe,135 g/km,WHITE,"£21,250"
163,X1,Diesel,2.0L,Automatic,"22,587 miles",5,148 bhp,2017 (17),65.7,Estate,114 g/km,Mediterranean Blue,"£21,200"
164,4 Series,Diesel,2.0L,Automatic,"24,788 miles",4,188 bhp,2016 (66),65.7,Coupe,114 g/km,ESTORIL BLUE,"£21,200"
165,X3,Diesel,2.0L,Automatic,"56,345 miles",5,188 bhp,2017 (17),54.3,Estate,138 g/km,GLACIER SILVER,"£21,200"
166,X1,Diesel,2.0L,Automatic,"40,411 miles",5,188 bhp,2016 (16),57.7,Estate,128 g/km,WHITE,"£21,100"
167,X3,Diesel,2.0L,Automatic,"41,295 miles",5,188 bhp,2015 (64),54.3,Estate,138 g/km,WHITE,"£21,000"
168,X4,Diesel,3.0L,Automatic,"70,331 miles",4,255 bhp,2015 (65),47.9,Coupe,156 g/km,CARBON BLACK,"£21,000"
169,M2,Petrol,3.0L,Automatic,"49,179 miles",2,335 bhp,2016 (66),39.8,Coupe,163 g/km,BLACK SAPPHIRE,"£21,000"
170,X1,Petrol,2.0L,Automatic,"38,114 miles",5,189 bhp,2016 (66),44.8,Estate,146 g/km,ALPINE WHITE,"£21,000"
171,X1,Petrol,2.0L,Automatic,"42,265 miles",5,189 bhp,2018 (68),38.2,Estate,130 g/km,MINERAL GREY,"£21,000"
172,X4,Diesel,2.0L,Automatic,"64,026 miles",4,188 bhp,2015 (65),54.3,Coupe,138 g/km,BLACK SAPPHIRE,"£21,000"
173,1 Series,Diesel,2.0L,Automatic,"22,878 miles",5,147 bhp,2018 (68),67.3,Hatchback,110 g/km,BLACK SAPPHIRE,"£21,000"
174,3 Series,Diesel,3.0L,Automatic,"46,714 miles",4,308 bhp,2017 (67),51.4,Saloon,145 g/km,ESTORIL BLUE,"£21,000"
175,1 Series,Petrol,2.0L,Automatic,"27,350 miles",5,181 bhp,2019 (68),47.9,Hatchback,135 g/km,BLACK,"£21,000"
176,3 Series,Hybrid Petrol,2.0L,Automatic,"44,710 miles",4,,2018 (18),,Saloon,49 g/km,BLACK,"£20,900"
177,X1,Diesel,2.0L,Automatic,"41,425 miles",5,187 bhp,2018 (18),60.1,Estate,123 g/km,GLACIER SILVER,"£20,900"
178,2 Series,Petrol,2.0L,Automatic,"13,311 miles",2,181 bhp,2017 (17),46.3,Convertible,138 g/km,JET BLACK,"£20,900"
179,2 Series,Petrol,2.0L,Automatic,"35,330 miles",2,181 bhp,2018 (67),47.9,Coupe,135 g/km,ESTORIL BLUE,"£20,900"
180,I3,Electric,,Automatic,"21,876 miles",5,168 bhp,2018 (68),1.0,Hatchback,,WHITE,"£20,900"
181,X1,Petrol,1.5L,Manual,"38,958 miles",5,138 bhp,2018 (18),51.4,Estate,127 g/km,BLACK,"£20,800"
182,5 Series,Diesel,2.0L,Automatic,"44,453 miles",4,188 bhp,2017 (67),68.9,Saloon,108 g/km,BLUE,"£20,800"
183,3 Series,Hybrid Petrol,2.0L,Automatic,"52,012 miles",4,248 bhp,2018 (18),99.99,Saloon,44 g/km,GREY,"£20,750"
184,2 Series,Petrol,2.0L,Automatic,"26,445 miles",2,248 bhp,2016 (66),45.6,Convertible,142 g/km,ALPINE WHITE,"£20,750"
185,X2,Diesel,2.0L,Automatic,"68,822 miles",5,187 bhp,2018 (18),61.4,Hatchback,121 g/km,BLACK,"£20,700"
186,X1,Petrol,1.5L,Manual,"25,235 miles",5,138 bhp,2018 (68),51.4,Estate,121 g/km,WHITE,"£20,700"
187,X1,Petrol,1.5L,Automatic,"32,497 miles",5,138 bhp,2018 (68),46.3,Estate,122 g/km,WHITE,"£20,700"
188,X1,Diesel,2.0L,Automatic,"44,030 miles",5,187 bhp,2018 (18),60.1,Estate,123 g/km,BLACK,"£20,700"
189,2 Series,Hybrid Petrol,1.5L,Automatic,"20,953 miles",5,,2017 (67),,Hatchback,46 g/km,BLACK,"£20,600"
190,4 Series,Diesel,2.0L,Automatic,"28,997 miles",4,188 bhp,2017 (17),65.7,Coupe,114 g/km,WHITE,"£20,600"
191,X1,Diesel,2.0L,Automatic,"49,876 miles",5,228 bhp,2016 (66),55.4,Estate,133 g/km,ALPINE WHITE,"£20,600"
192,3 Series,Diesel,2.0L,Automatic,"27,828 miles",5,188 bhp,2017 (66),62.8,Estate,119 g/km,WHITE,"£20,600"
